book_no,charge_no,statute,description,level,degree
ASO17JBN008268,#159,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#160,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#161,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#162,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#163,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#164,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#165,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#166,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#167,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#168,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#169,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#170,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#171,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#172,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#173,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#174,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#175,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#176,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#177,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#178,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#179,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#180,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#181,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#182,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#183,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#184,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#185,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#186,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#187,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#188,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#189,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#190,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#191,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#192,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#193,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#194,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#195,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#196,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#197,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#198,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#199,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#200,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#201,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#202,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#203,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#204,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#205,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#206,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#207,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#208,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#209,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#210,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#211,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#212,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#213,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#214,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#215,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#216,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#217,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#218,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#219,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#220,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#221,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#222,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#223,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#224,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#225,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#226,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#227,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#228,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#229,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#230,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#231,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#232,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#233,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#234,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#235,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#236,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#237,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#238,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#239,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#240,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#241,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#242,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#243,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#244,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#245,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#246,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO17JBN008268,#247,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO17JBN008268,#248,817.625.2a2,FRAUD: REENCODE INFO PAYMNT CARD ON DIFF CARD 1ST OFF,F,3rd
ASO17JBN008268,#249,817.611.2c,PASS COUNTERFEITED: TRAFF POSS 50 OR MORE COUNTERFEIT CREDIT CARDS,F,1st
ASO18JBN005387,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005387,#2,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO18JBN005387,#3,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN005387,#4,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN007424,#1,893.13.1a1,SYNTH NARCOTIC-POSSESS: WIT SELL MFG OR DELIVER SCHEDULE I OR II,F,2nd
ASO18JBN007424,#2,893.13.1a2,AMPHETAMINE-POSSESS: WIT SELL MFG DELIV SCHEDULE II OR III OR IV,F,3rd
ASO18JBN007424,#3,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO18JBN007424,#4,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN007479,#1,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN007479,#2,316.1935.4a,RESIST OFFICER: FLEE ATTEMPT TO ELUDE LAW ENFORCEMENT,F,2nd
ASO18JBN007479,#3,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO18JBN007479,#4,893.13.1a2,MARIJUANA-POSSESS: WITH INTENT TO SELL MFG OR DELIVER SCHEDULE I,F,3rd
ASO19JBN001219,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001219,#2,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000930,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN000930,#2,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN000930,#3,810.097.1,TRESPASSING: SCHOOL GROUNDS -WAS 228.091,M,2nd
ASO19JBN000930,#4,856.021,LOITERING: OR PROWLING,M,2nd
ASO19JBN001130,#1,784.045.1a1,AGGRAV BATTERY: CAUSE BODILY HARM OR DISABILITY,F,2nd
ASO18JBN007683,#1,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN006685,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000801,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN008064,#1,812.015.6,LARC: RESIST ARREST COMM THEFT RESIST RECOV OF PROP,M,1st
ASO18JBN008064,#2,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000842,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006053,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000070,#1,893.13.1a1,COCAINE-POSSESS: WITH INTENT TO SELL MFG DELIV ETC SCHEDULE II,F,2nd
ASO19JBN000070,#2,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN000070,#3,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO19JBN001573,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001439,#1,827.06,WITHHOLD SUPPORT: NON SUPPORT OF CHILDREN OR SPOUSE,M,1st
ASO19JBN001092,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001092,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001092,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001092,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN007696,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN007696,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005640,#1,810.02.3a,BURGLARY: OCCUPIED DWELLING STATE OF EMERGENCY,F,1st
ASO18JBN005640,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005640,#3,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN000493,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001311,#1,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO19JBN001311,#2,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO18JBN006235,#1,817.611.2c,PASS COUNTERFEITED: TRAFF POSS 50 OR MORE COUNTERFEIT CREDIT CARDS,F,1st
ASO18JBN006235,#2,817.034.4a3,FRAUD-SWINDLE: OBTAIN PROPERTY UNDER 20K DOLS,F,3rd
ASO18JBN006235,#3,817.625.2a1,FRAUD: USE SCAN SKIM DEVICE PAYM CARD DEFRAUD 1ST OFF,F,3rd
ASO18JBN006235,#4,817.625.2a2,FRAUD: REENCODE INFO PAYMNT CARD ON DIFF CARD 1ST OFF,F,3rd
ASO18JBN005383,#1,812.131.2b,ROBBERY: BY SUDDEN SNATCHING WO FIREARM OR WEAPON,F,3rd
ASO19JBN001023,#1,810.02.4a,BURGL: UNOCCUPIED STRUCTURE UNARMED,F,3rd
ASO19JBN001023,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001373,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001637,#1,941.13,OUT-OF-STATE-FUG: FUGITIVE WARRANT OF EXTRADITION,N,N
ASO18JBN007678,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001416,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001416,#2,806.01.1,ARSON: 1ST DEGREE DWELLING BUILDING PEOPLE PRESENT,F,1st
ASO19JBN001105,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN005706,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO18JBN005706,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN004605,#1,943.0435.14a4,SEX OFFENDER VIOLATION: FAIL TO REREGISTER AS REQUIRED,F,3rd
ASO18JBN004605,#2,943.0435.4a,SEX OFFENDER VIOLATION: FAIL TO REPORT NAME OR RESIDENCE CHANGE,F,3rd
ASO18JBN004605,#3,943.0435.4b,SEX OFFENDER VIOLATION: TRANSIENT FAIL TO RPT WI 48HR AND EVERY 30 DAYS,F,3rd
ASO18JBN004605,#4,943.0435.4b,SEX OFFENDER VIOLATION: TRANSIENT FAIL TO RPT WI 48HR AND EVERY 30 DAYS,F,3rd
ASO19JBN001630,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN000440,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000440,#2,893.13.6a,MARIJUANA-POSSESS: POSSESS MARIJUANA OVER 20 GRAMS,F,3rd
ASO19JBN000440,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000440,#4,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN000440,#225,817.5685.3b2,FRAUD-IMPERSON: KNOW INTENT UNLAWUFL POSSESS 5 OR MORE IDENT,F,3rd
ASO19JBN000440,#270,831.08,POSSESS COUNTERFEITED: 10 OR MORE CERTAIN BILLS NOTES,F,3rd
ASO19JBN000440,#271,831.07,FORGERY OF: ALTER BANK BILL NOTE CHECK DRAFT,F,3rd
ASO19JBN000440,#317,831.18.,POSSESS TOOLS FOR: TOOLS PAPER FOR FORGERY COUNTERFEITING,F,3rd
ASO19JBN000440,#318,831.02,PASS FORGED: ALTERED INSTRUMENT,F,3rd
ASO19JBN000906,#1,539.001.8b8b,FRAUD: FALSE OWNER INFO PAWNED ITEMS 300 DOLS OR MORE,F,2nd
ASO19JBN000906,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000906,#3,812.019.1,STOLEN PROP-DEAL IN: DEALING TRAFFIC STOLEN PROPERTY,F,2nd
ASO19JBN001020,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007943,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001598,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000831,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO19JBN000831,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000831,#3,810.06,BURGL TOOLS-POSSESS: WITH INTENT TO USE,F,3rd
ASO19JBN000630,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000630,#2,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001372,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO19JBN001372,#2,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO19JBN001372,#3,787.02.1b,KIDNAP-FALSE IMPRISONMENT: CHILD UNDER 13 YEARS OF AGE,F,3rd
ASO19JBN001372,#4,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001372,#5,914.22.1,OBSTRUCTING JUSTICE: TAMPERING IN 3RD DEGREE FELONY PROCEEDING,F,2nd
ASO18JBN002754,#1,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO19JBN000136,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000136,#2,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN000136,#3,817.61,FRAUD-ILLEG USE CREDIT CARDS: USE MORE 2 TIME 6 MS OBT GDS MNEY 100 DOL MORE,F,3rd
ASO19JBN001326,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001326,#2,893.1351.1,DRUGS-SELL: OWN RENT STRUCTURE VEH KNOW SELL DRUGS,F,3rd
ASO17JBN007990,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO17JBN007990,#2,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO17JBN007990,#3,794.011.5b,SEX ASSLT: BY 18Y OLDR VIC 18Y OLDR NO PHY FORC VIOL,F,1st
ASO17JBN007990,#4,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO17JBN007990,#5,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO17JBN007990,#6,843.19.3,PUBLIC ORDER CRIMES: TOUCH STRIKE CAUSE HARM POLICE FIRE SAR ANIMAL,M,1st
ASO17JBN007990,#7,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO17JBN007990,#8,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001676,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006767,#1,316.027.2a,HIT AND RUN: FAIL STOP REM CRSH INV INJ OTH THN SER BOD INJ,F,3rd
ASO18JBN006767,#2,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO19JBN001697,#1,540.11.3a,PASS COUNTERFEITED: POSSESSION W INTENT TO SELL UNAUTHO RECORDINGS,F,3rd
ASO17JBN007939,#1,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO17JBN007939,#2,812.019.2,STOLEN PROP-DEAL IN: ORGANIZED DEALING TRAFFIC STOLEN PROP,F,1st
ASO17JBN007939,#3,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO17JBN007939,#4,810.02.3b,BURGL: OF UNOCCUPIED DWELLING; UNARMED; NO ASSLT/BATT,F,2nd
ASO18JBN007433,#1,810.02.3b,BURGL: OF UNOCCUPIED DWELLING; UNARMED; NO ASSLT/BATT,F,2nd
ASO18JBN007433,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007433,#3,817.61,FRAUD-ILLEG USE CREDIT CARDS: 2 FEWER TIMES 6 MS OBT GDS MONEY LESS 100 DOL,M,1st
ASO19JBN001432,#1,817.034.4a3,FRAUD-SWINDLE: OBTAIN PROPERTY UNDER 20K DOLS,F,3rd
ASO19JBN001432,#2,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN001432,#3,817.625.2a1,FRAUD: USE SCAN SKIM DEVICE PAYM CARD DEFRAUD 1ST OFF,F,3rd
ASO19JBN001432,#4,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN001432,#5,817.034.4a3,FRAUD-SWINDLE: OBTAIN PROPERTY UNDER 20K DOLS,F,3rd
ASO19JBN001432,#6,817.625.2a1,FRAUD: USE SCAN SKIM DEVICE PAYM CARD DEFRAUD 1ST OFF,F,3rd
ASO18JBN005375,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN007165,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,3rd
ASO19JBN000848,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006687,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO17JBN003247,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001457,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001457,#2,812.13.2b,ROBBERY: WITH WEAPON,F,1st
ASO19JBN000700,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN001198,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000483,#1,784.045.2,AGGRAV BATTERY: COMMIT AGGRAVATED BATTERY,F,2nd
ASO18JBN006149,#1,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#2,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#3,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#4,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#5,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#6,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#7,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO18JBN006149,#8,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
